# dimensionless [l(l+1)/2pi] C_l's for scalar cross ADxADDCS mode
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  119       2.115879171809e-06       3.478099653623e-10      -1.952294765976e-08       0.000000000000e+00       3.026934664500e-08       5.059322519445e-09      -2.349425703331e-11 
  120       2.136669697005e-06       3.521824228782e-10      -1.977838989762e-08       0.000000000000e+00       2.955289737497e-08       4.965068051084e-09      -2.329752376810e-11 
  121       2.157454194039e-06       3.563263959142e-10      -2.002570782270e-08       0.000000000000e+00       2.885845893070e-08       4.872961929868e-09      -2.306814576247e-11 
  122       2.178227369673e-06       3.602367843627e-10      -2.026455336209e-08       0.000000000000e+00       2.818554562970e-08       4.783003528093e-09      -2.281011583251e-11 
  123       2.198983520499e-06       3.639087498506e-10      -2.049457816082e-08       0.000000000000e+00       2.753353020609e-08       4.695178949730e-09      -2.252774419301e-11 
  124       2.219716521465e-06       3.673377248283e-10      -2.071543371552e-08       0.000000000000e+00       2.690163996449e-08       4.609460638217e-09      -2.222566517653e-11 
  125       2.240419814398e-06       3.705194216580e-10      -2.092677150802e-08       0.000000000000e+00       2.628895293394e-08       4.525806984246e-09      -2.190884395253e-11 
  126       2.261086396526e-06       3.734498417021e-10      -2.112824313906e-08       0.000000000000e+00       2.569439402182e-08       4.444161933557e-09      -2.158258324648e-11 
  127       2.281708809010e-06       3.761252844117e-10      -2.131950046192e-08       0.000000000000e+00       2.511673116770e-08       4.364454594729e-09      -2.125253005897e-11 
  128       2.302279125460e-06       3.785423564152e-10      -2.150019571604e-08       0.000000000000e+00       2.455457149731e-08       4.286598846963e-09      -2.092468238479e-11 
  129       2.322789687114e-06       3.806981521150e-10      -2.166999050260e-08       0.000000000000e+00       2.400665718402e-08       4.210514455959e-09      -2.060424222747e-11 
  130       2.343235423918e-06       3.825907985731e-10      -2.182858354034e-08       0.000000000000e+00       2.347279789870e-08       4.136193873599e-09      -2.029201810938e-11 
  131       2.363611767571e-06       3.842189878540e-10      -2.197568622133e-08       0.000000000000e+00       2.295303385864e-08       4.063642059184e-09      -1.998763877319e-11 
  132       2.383913921622e-06       3.855818210884e-10      -2.211101423699e-08       0.000000000000e+00       2.244734360441e-08       3.992855392276e-09      -1.969066998910e-11 
  133       2.404136855343e-06       3.866788187887e-10      -2.223428777503e-08       0.000000000000e+00       2.195564229839e-08       3.923821434390e-09      -1.940061301850e-11 
  134       2.424275297592e-06       3.875099311653e-10      -2.234523171638e-08       0.000000000000e+00       2.147778002327e-08       3.856518690688e-09      -1.911690307752e-11 
  135       2.444323730679e-06       3.880755484418e-10      -2.244357583208e-08       0.000000000000e+00       2.101354008055e-08       3.790916371675e-09      -1.883890780071e-11 
  136       2.464276384238e-06       3.883765111710e-10      -2.252905498021e-08       0.000000000000e+00       2.056263728906e-08       3.726974154890e-09      -1.856592570463e-11 
  137       2.484127229090e-06       3.884141205503e-10      -2.260140930285e-08       0.000000000000e+00       2.012471628342e-08       3.664641946604e-09      -1.829718465148e-11 
  138       2.503869971112e-06       3.881901487379e-10      -2.266038442293e-08       0.000000000000e+00       1.969934981260e-08       3.603859643512e-09      -1.803184031271e-11 
  139       2.523498045102e-06       3.877068491681e-10      -2.270573164121e-08       0.000000000000e+00       1.928603703837e-08       3.544556894428e-09      -1.776897463265e-11 
  140       2.543004608651e-06       3.869669668672e-10      -2.273720813318e-08       0.000000000000e+00       1.888420183384e-08       3.486652861980e-09      -1.750759429214e-11 
  141       2.562382536002e-06       3.859737487691e-10      -2.275457714597e-08       0.000000000000e+00       1.849319108194e-08       3.430055984302e-09      -1.724662917211e-11 
  142       2.581624411924e-06       3.847309540313e-10      -2.275760819529e-08       0.000000000000e+00       1.811227297395e-08       3.374663736729e-09      -1.698493081725e-11 
  143       2.600722525579e-06       3.832428643500e-10      -2.274607726234e-08       0.000000000000e+00       1.774063530796e-08       3.320362393494e-09      -1.672127089959e-11 
  144       2.619669427380e-06       3.815142931779e-10      -2.271977127332e-08       0.000000000000e+00       1.737755391211e-08       3.267051277704e-09      -1.645459980203e-11 
  145       2.638459674411e-06       3.795505926209e-10      -2.267850161998e-08       0.000000000000e+00       1.702292021992e-08       3.214718708823e-09      -1.618485434379e-11 
  146       2.657088246227e-06       3.773576668339e-10      -2.262209235258e-08       0.000000000000e+00       1.667676271446e-08       3.163373124440e-09      -1.591222713600e-11 
  147       2.675549994440e-06       3.749419833987e-10      -2.255037623652e-08       0.000000000000e+00       1.633908075670e-08       3.113019167617e-09      -1.563691357115e-11 
  148       2.693839639816e-06       3.723105836333e-10      -2.246319497391e-08       0.000000000000e+00       1.600984386175e-08       3.063657589308e-09      -1.535911178169e-11 
  149       2.711951769383e-06       3.694710929015e-10      -2.236039942508e-08       0.000000000000e+00       1.568899097507e-08       3.015285150804e-09      -1.507902259857e-11 
  150       2.729880833533e-06       3.664317309219e-10      -2.224184983013e-08       0.000000000000e+00       1.537642974873e-08       2.967894526153e-09      -1.479684950981e-11 
  151       2.747621143121e-06       3.632013220779e-10      -2.210741603045e-08       0.000000000000e+00       1.507203581759e-08       2.921474204599e-09      -1.451279861905e-11 
  152       2.765166866571e-06       3.597893057265e-10      -2.195697769026e-08       0.000000000000e+00       1.477565207560e-08       2.876008393009e-09      -1.422707860414e-11 
  153       2.782512026980e-06       3.562057465080e-10      -2.179042451813e-08       0.000000000000e+00       1.448708795197e-08       2.831476918309e-09      -1.393990067565e-11 
  154       2.799650499215e-06       3.524613446555e-10      -2.160765648854e-08       0.000000000000e+00       1.420611868744e-08       2.787855129910e-09      -1.365147853549e-11 
  155       2.816576007023e-06       3.485674463040e-10      -2.140858406338e-08       0.000000000000e+00       1.393248461049e-08       2.745113802144e-09      -1.336202833543e-11 
  156       2.833282120127e-06       3.445360538001e-10      -2.119312841352e-08       0.000000000000e+00       1.366589041359e-08       2.703219036695e-09      -1.307176863570e-11 
  157       2.849762251335e-06       3.403798360111e-10      -2.096122164031e-08       0.000000000000e+00       1.340600442940e-08       2.662132165027e-09      -1.278092036351e-11 
  158       2.866009653635e-06       3.361121386347e-10      -2.071280699712e-08       0.000000000000e+00       1.315245790704e-08       2.621809650819e-09      -1.248970677162e-11 
  159       2.882017417306e-06       3.317469945082e-10      -2.044783911090e-08       0.000000000000e+00       1.290484428829e-08       2.582202992398e-09      -1.219835339694e-11 
  160       2.897778467015e-06       3.272991339179e-10      -2.016628420368e-08       0.000000000000e+00       1.266271848384e-08       2.543258625164e-09      -1.190708801905e-11 
  161       2.913286050935e-06       3.227833986012e-10      -1.986811563094e-08       0.000000000000e+00       1.242568710581e-08       2.504929970531e-09      -1.161612661873e-11 
  162       2.928535262778e-06       3.182129038727e-10      -1.955329958824e-08       0.000000000000e+00       1.219368965207e-08       2.467214984970e-09      -1.132562994504e-11 
  163       2.943521649448e-06       3.136007329164e-10      -1.922180855810e-08       0.000000000000e+00       1.196674092033e-08       2.430121760515e-09      -1.103574301029e-11 
  164       2.958240730507e-06       3.089605259805e-10      -1.887362607786e-08       0.000000000000e+00       1.174484198539e-08       2.393656635562e-09      -1.074660863960e-11 
  165       2.972687997539e-06       3.043064879440e-10      -1.850874693970e-08       0.000000000000e+00       1.152797989389e-08       2.357824153177e-09      -1.045836736506e-11 
  166       2.986858913517e-06       2.996533958821e-10      -1.812717739058e-08       0.000000000000e+00       1.131612735897e-08       2.322627019422e-09      -1.017115731991e-11 
  167       3.000748912171e-06       2.950166066321e-10      -1.772893533228e-08       0.000000000000e+00       1.110924245502e-08       2.288066061664e-09      -9.885114132637e-12 
  168       3.014353397353e-06       2.904120643594e-10      -1.731405052136e-08       0.000000000000e+00       1.090726831237e-08       2.254140186893e-09      -9.600370821167e-12 
  169       3.027667742403e-06       2.858563081232e-10      -1.688256476913e-08       0.000000000000e+00       1.071013281201e-08       2.220846340041e-09      -9.317057686989e-12 
  170       3.040687289517e-06       2.813664794426e-10      -1.643453214167e-08       0.000000000000e+00       1.051774828028e-08       2.188179462292e-09      -9.035302209316e-12 
  171       3.053407349112e-06       2.769603298622e-10      -1.597001915980e-08       0.000000000000e+00       1.033001118361e-08       2.156132449404e-09      -8.755228939232e-12 
  172       3.065823199192e-06       2.726562285182e-10      -1.548910499905e-08       0.000000000000e+00       1.014680182320e-08       2.124696110021e-09      -8.476959393838e-12 
